0.0,26.86
0.954,26.82
1.98,26.74
2.983,26.92
3.993,28.29
5.013,28.69
6.002,31.57
7.067,31.57
8.01,33.34
9.235,34.27
10.156,34.59
11.076,34.7
12.043,34.72
13.029,34.67
14.073,34.88
15.064,34.82
16.065,34.82
17.078,35.01
18.095,34.89
19.131,34.95
20.299,34.97
21.114,34.99
22.122,35.01
23.435,35.12
24.173,35.05
25.154,34.68
26.136,34.68
27.164,34.8
28.183,34.99
29.199,35.16
30.19,35.05
31.199,34.76
32.206,34.8
33.232,34.89
34.431,35.09
35.229,34.72
36.244,32.8
37.238,32.8
38.419,34.67
39.357,36.33
40.267,36.95
41.513,36.65
42.41,36.07
43.338,35.6
44.302,35.14
45.488,35.12
46.41,35.16
47.33,35.16
48.551,35.31
49.472,35.26
50.404,35.22
51.359,34.99
52.357,34.63
53.465,34.78
54.393,34.57
55.384,34.27
56.551,34.53
57.447,34.53
58.41,34.19
59.617,34.23
60.542,34.4
61.438,34.72
62.43,35.03
63.628,35.22
64.532,34.7
65.466,34.74
66.468,34.74
67.609,34.86
68.525,35.12
69.502,35.24
70.51,35.26
71.529,35.26
72.528,35.24
73.531,35.18
74.684,35.16
75.608,34.8
76.55,34.8
77.552,34.82
78.546,35.03
79.563,35.18
80.562,35.16
81.565,35.12
82.589,34.86
83.589,34.8
84.582,35.1
85.594,35.2
86.588,35.2
87.605,35.22
88.61,35.12
89.627,35.22
90.638,35.33
91.648,35.2
92.644,35.09
93.653,35.1
94.673,35.09
95.648,34.8
96.655,34.8
97.686,34.63
98.704,34.78
99.688,35.16
100.723,35.14
101.713,35.18
102.751,35.14
103.746,35.09
104.759,35.2
105.771,35.22
106.781,35.14
107.774,35.14
108.802,35.24
109.801,35.03
110.81,34.7
111.829,34.51
112.843,34.89
113.841,35.12
114.885,35.2
115.858,35.1
116.864,35.14
117.849,35.14
118.871,34.95
119.881,35.01
120.89,35.03
121.888,35.18
122.891,35.22
123.906,35.2
124.925,35.12
125.913,35.07
126.935,35.01
127.921,35.01
128.948,35.03
129.993,34.88
130.958,34.91
131.978,34.88
132.976,34.93
134.008,35.03
135.008,35.09
136.012,35.12
137.033,35.14
138.093,35.14
139.079,34.99
140.14,35.01
141.048,35.01
142.072,34.93
143.084,35.01
144.096,35.18
145.087,35.16
146.109,35.22
147.237,35.1
148.218,35.2
149.106,35.2
150.123,35.14
151.126,35.05
152.131,34.97
153.127,34.97
154.237,35.12
155.153,35.07
156.15,34.84
157.153,35.22
158.167,33.9
159.158,33.9
160.371,33.69
161.291,33.4
162.178,33.25
163.185,33.07
164.202,32.82
165.218,32.27
166.236,32.08
167.248,31.71
168.252,31.49
169.252,31.49
170.272,31.26
171.282,30.98
172.274,30.63
173.319,30.47
174.323,30.33
175.326,30.29
176.328,30.11
177.343,30.23
178.366,29.45
179.347,29.45
180.377,29.37
181.394,29.23
182.383,29.03
183.381,28.95
184.393,28.87
185.856,27.47
186.536,26.26
187.427,25.37
188.438,25.68
189.421,25.68
190.446,25.1
191.465,24.69
192.635,24.87
193.549,24.81
194.475,24.16
195.475,23.74
196.498,23.51
198.159,23.42
198.655,23.34
199.52,23.34
200.498,23.53
201.517,23.4
202.537,23.47
203.554,23.64
204.552,23.36
205.564,23.25
206.561,23.1
207.994,23.19
208.609,23.23
209.58,23.08
210.572,23.08
211.61,23.02
212.593,23.17
213.625,23.1
214.634,23.0
215.666,23.21
216.655,23.3
217.672,23.32
218.693,23.27
219.692,23.0
220.676,23.0
221.755,23.89
222.719,24.73
223.787,24.81
224.849,24.58
225.752,24.33
226.767,24.02
227.946,23.83
228.882,24.1
229.793,24.37
230.788,24.37
231.935,24.23
232.922,24.04
233.816,23.85
234.841,23.76
235.857,23.72
236.861,24.06
237.893,24.04
238.881,24.31
239.872,24.16
240.875,24.16
241.906,23.99
242.929,23.95
244.053,24.2
244.937,24.35
245.972,24.06
246.961,24.08
247.968,23.99
248.964,23.93
249.977,24.14
250.971,24.14
252.113,24.62
252.992,24.56
254.002,24.37
255.027,24.23
256.021,24.18
257.05,24.2
258.053,24.08
259.115,24.16
260.177,24.27
261.063,24.33
262.076,24.33
263.09,24.87
264.083,24.66
265.104,24.75
266.13,25.33
267.112,25.27
268.129,24.79
269.139,24.66
270.193,24.73
271.209,24.9
272.132,24.9
273.161,24.79
274.181,24.6
275.194,24.52
276.208,24.46
277.209,24.5
278.232,25.17
279.27,25.0
280.238,24.69
281.246,24.54
282.237,24.54
283.258,24.39
284.279,24.43
285.261,24.5
286.303,24.48
287.339,24.27
288.293,24.27
289.318,24.2
290.302,24.16
291.299,24.31
292.303,24.31
293.398,24.12
294.344,24.14
295.366,24.25
296.361,24.43
297.38,24.48
298.387,24.5
299.404,24.37
300.4,24.41
301.404,24.54
302.424,24.43
303.407,24.43
304.434,24.5
305.43,24.69
306.45,24.77
307.451,24.58
308.459,24.66
309.454,24.66
310.438,24.75
311.439,24.39
312.43,24.39
313.65,24.48
314.448,24.48
315.462,24.48
316.472,24.39
317.489,24.29
318.504,24.33
319.5,24.29
320.495,24.18
