0.0,0.0
1.005,136.0
2.016,135.0
3.033,130.0
4.034,134.0
5.037,134.0
6.053,136.0
7.066,134.0
8.079,119.0
9.086,135.0
10.1,138.0
11.102,135.0
12.106,136.0
13.11,136.0
14.116,122.0
15.119,134.0
16.124,135.0
17.139,138.0
18.142,138.0
19.152,135.0
20.163,114.0
21.173,134.0
22.184,134.0
23.197,135.0
24.197,131.0
25.201,137.0
26.213,133.0
27.213,137.0
28.224,120.0
29.236,131.0
30.237,122.0
31.241,132.0
32.248,135.0
33.261,137.0
34.272,136.0
35.279,135.0
36.292,137.0
37.298,137.0
38.313,136.0
39.323,136.0
40.334,135.0
41.346,138.0
42.358,150.0
43.365,117.0
44.374,132.0
45.394,137.0
46.39,132.0
47.398,133.0
48.399,132.0
49.411,134.0
50.417,132.0
51.43,134.0
52.434,136.0
53.447,137.0
54.444,131.0
55.452,135.0
56.464,132.0
57.469,131.0
58.475,131.0
59.479,131.0
60.485,133.0
61.5,131.0
62.505,136.0
63.506,135.0
64.515,142.0
65.522,140.0
66.537,133.0
67.542,135.0
68.556,136.0
69.564,124.0
70.566,125.0
71.577,132.0
72.585,136.0
73.591,135.0
74.597,132.0
75.605,134.0
76.634,131.0
77.644,134.0
78.656,133.0
79.668,135.0
80.68,135.0
81.682,130.0
82.682,133.0
83.685,134.0
84.684,145.0
85.686,134.0
86.695,146.0
87.695,131.0
88.7,135.0
89.711,121.0
91.134,126.0
91.739,127.0
92.742,142.0
93.751,149.0
94.765,139.0
95.77,132.0
96.772,133.0
97.786,138.0
98.791,130.0
99.791,129.0
100.805,130.0
101.819,131.0
102.818,129.0
103.83,132.0
104.845,131.0
105.858,126.0
106.871,130.0
107.874,132.0
108.878,130.0
109.893,138.0
110.908,135.0
111.91,131.0
112.917,134.0
113.92,119.0
114.925,133.0
115.949,142.0
116.938,129.0
117.945,134.0
118.951,127.0
119.957,131.0
120.964,120.0
121.963,127.0
122.972,129.0
123.981,131.0
124.985,131.0
126.001,138.0
127.002,136.0
128.012,134.0
129.026,134.0
130.028,130.0
131.039,132.0
132.056,129.0
133.059,129.0
134.058,130.0
135.068,131.0
136.075,135.0
137.076,135.0
138.091,135.0
139.099,137.0
140.106,134.0
141.111,132.0
142.119,131.0
143.122,130.0
144.139,134.0
145.143,132.0
146.157,137.0
147.153,134.0
148.167,134.0
149.176,130.0
150.188,129.0
151.207,0.0
152.208,131.0
153.213,130.0
154.235,133.0
155.216,131.0
156.232,130.0
157.243,121.0
158.254,130.0
159.255,130.0
160.265,131.0
161.276,132.0
162.28,131.0
163.291,131.0
164.3,117.0
165.305,133.0
166.314,132.0
167.325,131.0
168.336,137.0
169.35,128.0
170.356,129.0
171.367,137.0
172.376,133.0
173.392,132.0
174.401,132.0
175.414,138.0
176.414,149.0
177.423,134.0
178.43,110.0
179.434,130.0
180.46,129.0
181.466,119.0
182.465,130.0
183.472,135.0
184.488,142.0
185.497,136.0
186.495,130.0
187.497,131.0
188.5,145.0
189.505,134.0
190.516,131.0
191.515,129.0
192.531,130.0
193.533,133.0
194.543,129.0
195.545,131.0
196.561,130.0
197.571,157.0
198.577,135.0
199.587,132.0
200.592,134.0
201.591,131.0
202.6,130.0
203.603,146.0
204.617,129.0
205.623,136.0
206.663,143.0
207.635,143.0
208.646,148.0
209.653,130.0
211.199,134.0
211.877,130.0
212.694,133.0
213.701,131.0
214.709,145.0
215.739,129.0
216.742,130.0
217.749,130.0
218.754,123.0
219.769,132.0
220.768,134.0
221.775,131.0
222.775,129.0
223.78,131.0
224.793,128.0
225.809,112.0
226.825,132.0
227.823,129.0
228.824,131.0
229.831,135.0
230.842,133.0
231.842,129.0
232.851,135.0
233.857,132.0
234.87,131.0
235.873,129.0
236.872,142.0
237.874,142.0
238.885,131.0
239.895,136.0
240.897,134.0
241.911,129.0
242.926,129.0
243.941,136.0
244.944,157.0
245.957,144.0
246.963,137.0
247.964,127.0
248.979,134.0
249.979,129.0
251.001,134.0
251.999,143.0
253.012,133.0
254.021,134.0
255.025,129.0
256.031,129.0
257.043,130.0
258.059,130.0
259.073,131.0
260.086,128.0
261.101,144.0
262.124,132.0
263.131,130.0
264.132,129.0
265.439,156.0
266.267,141.0
267.156,144.0
268.165,130.0
269.17,138.0
270.185,135.0
271.546,138.0
272.29,139.0
273.206,128.0
274.22,138.0
275.221,146.0
276.224,137.0
277.237,128.0
278.238,130.0
279.249,135.0
280.259,131.0
281.264,130.0
282.273,134.0
283.276,128.0
284.291,115.0
285.304,161.0
286.312,161.0
287.315,129.0
288.331,129.0
289.345,131.0
290.348,132.0
291.355,135.0
292.369,132.0
293.375,129.0
294.377,133.0
295.379,131.0
296.385,129.0
297.386,129.0
298.391,144.0
299.393,126.0
300.396,119.0
301.404,128.0
302.405,132.0
